txt,pn,A,B,C,device
162_2b2_Ar_mc_AKGC417L.txt,162,2b2,Ar,mc,AKGC417L
133_2p3_Pl_mc_AKGC417L.txt,133,2p3,Pl,mc,AKGC417L
156_8b3_Lr_mc_AKGC417L.txt,156,8b3,Lr,mc,AKGC417L
138_1p2_Ll_mc_AKGC417L.txt,138,1p2,Ll,mc,AKGC417L
160_1b3_Pr_mc_AKGC417L.txt,160,1b3,Pr,mc,AKGC417L
122_2b1_Al_mc_LittC2SE.txt,122,2b1,Al,mc,LittC2SE
170_2b2_Pr_mc_AKGC417L.txt,170,2b2,Pr,mc,AKGC417L
205_1b3_Ar_mc_AKGC417L.txt,205,1b3,Ar,mc,AKGC417L
130_3b4_Lr_mc_AKGC417L.txt,130,3b4,Lr,mc,AKGC417L
174_2p3_Pr_mc_AKGC417L.txt,174,2p3,Pr,mc,AKGC417L
130_3p4_Al_mc_AKGC417L.txt,130,3p4,Al,mc,AKGC417L
158_2p3_Tc_mc_AKGC417L.txt,158,2p3,Tc,mc,AKGC417L
203_1p2_Lr_mc_AKGC417L.txt,203,1p2,Lr,mc,AKGC417L
221_2b1_Ar_mc_LittC2SE.txt,221,2b1,Ar,mc,LittC2SE
112_1b1_Ar_sc_Meditron.txt,112,1b1,Ar,sc,Meditron
196_1b1_Pr_sc_Meditron.txt,196,1b1,Pr,sc,Meditron
170_2b2_Pl_mc_AKGC417L.txt,170,2b2,Pl,mc,AKGC417L
141_1b2_Lr_mc_LittC2SE.txt,141,1b2,Lr,mc,LittC2SE
151_2p2_Lr_mc_AKGC417L.txt,151,2p2,Lr,mc,AKGC417L
220_1b1_Tc_mc_LittC2SE.txt,220,1b1,Tc,mc,LittC2SE
130_1p4_Al_mc_AKGC417L.txt,130,1p4,Al,mc,AKGC417L
102_1b1_Ar_sc_Meditron.txt,102,1b1,Ar,sc,Meditron
176_1b4_Al_mc_AKGC417L.txt,176,1b4,Al,mc,AKGC417L
195_1b1_Ll_sc_Litt3200.txt,195,1b1,Ll,sc,Litt3200
147_2b2_Al_mc_AKGC417L.txt,147,2b2,Al,mc,AKGC417L
113_1b1_Ll_sc_Litt3200.txt,113,1b1,Ll,sc,Litt3200
172_1b5_Pr_mc_AKGC417L.txt,172,1b5,Pr,mc,AKGC417L
122_2b2_Tc_mc_LittC2SE.txt,122,2b2,Tc,mc,LittC2SE
177_2b4_Tc_mc_AKGC417L.txt,177,2b4,Tc,mc,AKGC417L
223_1b1_Pl_sc_Meditron.txt,223,1b1,Pl,sc,Meditron
112_1p1_Pr_sc_Litt3200.txt,112,1p1,Pr,sc,Litt3200
135_2b2_Tc_mc_LittC2SE.txt,135,2b2,Tc,mc,LittC2SE
177_1b2_Lr_mc_AKGC417L.txt,177,1b2,Lr,mc,AKGC417L
160_2b4_Pl_mc_AKGC417L.txt,160,2b4,Pl,mc,AKGC417L
151_2p4_Pl_mc_AKGC417L.txt,151,2p4,Pl,mc,AKGC417L
158_1p3_Lr_mc_AKGC417L.txt,158,1p3,Lr,mc,AKGC417L
162_2b4_Pr_mc_AKGC417L.txt,162,2b4,Pr,mc,AKGC417L
151_3p2_Tc_mc_AKGC417L.txt,151,3p2,Tc,mc,AKGC417L
170_1b4_Tc_mc_AKGC417L.txt,170,1b4,Tc,mc,AKGC417L
135_2b1_Pl_mc_LittC2SE.txt,135,2b1,Pl,mc,LittC2SE
139_1b1_Pr_sc_Litt3200.txt,139,1b1,Pr,sc,Litt3200
205_3b4_Ar_mc_AKGC417L.txt,205,3b4,Ar,mc,AKGC417L
158_1p4_Lr_mc_AKGC417L.txt,158,1p4,Lr,mc,AKGC417L
177_1b2_Al_mc_AKGC417L.txt,177,1b2,Al,mc,AKGC417L
177_1b4_Pl_mc_AKGC417L.txt,177,1b4,Pl,mc,AKGC417L
128_1b3_Tc_mc_LittC2SE.txt,128,1b3,Tc,mc,LittC2SE
198_6p1_Pl_mc_AKGC417L.txt,198,6p1,Pl,mc,AKGC417L
130_3p4_Pr_mc_AKGC417L.txt,130,3p4,Pr,mc,AKGC417L
147_1b4_Tc_mc_AKGC417L.txt,147,1b4,Tc,mc,AKGC417L
174_1p4_Ll_mc_AKGC417L.txt,174,1p4,Ll,mc,AKGC417L
147_2b4_Ar_mc_AKGC417L.txt,147,2b4,Ar,mc,AKGC417L
207_2b3_Ar_mc_AKGC417L.txt,207,2b3,Ar,mc,AKGC417L
213_1p5_Ar_mc_AKGC417L.txt,213,1p5,Ar,mc,AKGC417L
180_1b4_Al_mc_AKGC417L.txt,180,1b4,Al,mc,AKGC417L
152_1b1_Al_sc_Meditron.txt,152,1b1,Al,sc,Meditron
114_1b4_Pr_mc_AKGC417L.txt,114,1b4,Pr,mc,AKGC417L
116_1b2_Pl_sc_Meditron.txt,116,1b2,Pl,sc,Meditron
207_3b2_Al_mc_AKGC417L.txt,207,3b2,Al,mc,AKGC417L
165_1b1_Ar_sc_Meditron.txt,165,1b1,Ar,sc,Meditron
160_2b4_Pr_mc_AKGC417L.txt,160,2b4,Pr,mc,AKGC417L
185_1b1_Pr_sc_Litt3200.txt,185,1b1,Pr,sc,Litt3200
186_2b2_Ar_mc_AKGC417L.txt,186,2b2,Ar,mc,AKGC417L
216_1b1_Pl_sc_Meditron.txt,216,1b1,Pl,sc,Meditron
178_1b2_Ar_mc_AKGC417L.txt,178,1b2,Ar,mc,AKGC417L
134_2b3_Ar_mc_LittC2SE.txt,134,2b3,Ar,mc,LittC2SE
124_1b1_Al_sc_Litt3200.txt,124,1b1,Al,sc,Litt3200
139_1b1_Pl_sc_Litt3200.txt,139,1b1,Pl,sc,Litt3200
154_2b4_Lr_mc_AKGC417L.txt,154,2b4,Lr,mc,AKGC417L
218_1p1_Pr_sc_Litt3200.txt,218,1p1,Pr,sc,Litt3200
107_3p2_Lr_mc_AKGC417L.txt,107,3p2,Lr,mc,AKGC417L
138_2p2_Tc_mc_AKGC417L.txt,138,2p2,Tc,mc,AKGC417L
213_2p2_Ar_mc_AKGC417L.txt,213,2p2,Ar,mc,AKGC417L
127_1b1_Ar_sc_Meditron.txt,127,1b1,Ar,sc,Meditron
114_1b4_Al_mc_AKGC417L.txt,114,1b4,Al,mc,AKGC417L
204_2b5_Al_mc_AKGC417L.txt,204,2b5,Al,mc,AKGC417L
145_2b2_Al_mc_AKGC417L.txt,145,2b2,Al,mc,AKGC417L
213_1p5_Tc_mc_AKGC417L.txt,213,1p5,Tc,mc,AKGC417L
146_2b4_Pr_mc_AKGC417L.txt,146,2b4,Pr,mc,AKGC417L
203_1p3_Tc_mc_AKGC417L.txt,203,1p3,Tc,mc,AKGC417L
130_1p2_Ll_mc_AKGC417L.txt,130,1p2,Ll,mc,AKGC417L
206_1b1_Pl_sc_Meditron.txt,206,1b1,Pl,sc,Meditron
130_2b3_Al_mc_AKGC417L.txt,130,2b3,Al,mc,AKGC417L
186_2b4_Pr_mc_AKGC417L.txt,186,2b4,Pr,mc,AKGC417L
130_2p5_Al_mc_AKGC417L.txt,130,2p5,Al,mc,AKGC417L
174_1p2_Ar_mc_AKGC417L.txt,174,1p2,Ar,mc,AKGC417L
200_3p4_Tc_mc_AKGC417L.txt,200,3p4,Tc,mc,AKGC417L
130_2p5_Pl_mc_AKGC417L.txt,130,2p5,Pl,mc,AKGC417L
157_1b1_Pr_sc_Meditron.txt,157,1b1,Pr,sc,Meditron
218_1b1_Ar_sc_Meditron.txt,218,1b1,Ar,sc,Meditron
130_1p4_Ll_mc_AKGC417L.txt,130,1p4,Ll,mc,AKGC417L
176_1b3_Tc_mc_AKGC417L.txt,176,1b3,Tc,mc,AKGC417L
193_7b3_Tc_mc_AKGC417L.txt,193,7b3,Tc,mc,AKGC417L
107_2b3_Ar_mc_AKGC417L.txt,107,2b3,Ar,mc,AKGC417L
141_1b2_Pr_mc_LittC2SE.txt,141,1b2,Pr,mc,LittC2SE
160_1b3_Al_mc_AKGC417L.txt,160,1b3,Al,mc,AKGC417L
178_1b2_Al_mc_AKGC417L.txt,178,1b2,Al,mc,AKGC417L
176_1b3_Pl_mc_AKGC417L.txt,176,1b3,Pl,mc,AKGC417L
207_2b2_Pr_mc_AKGC417L.txt,207,2b2,Pr,mc,AKGC417L
186_2b3_Lr_mc_AKGC417L.txt,186,2b3,Lr,mc,AKGC417L
109_1b1_Ll_sc_Litt3200.txt,109,1b1,Ll,sc,Litt3200
162_1b2_Pl_mc_AKGC417L.txt,162,1b2,Pl,mc,AKGC417L
187_1b1_Ll_sc_Meditron.txt,187,1b1,Ll,sc,Meditron
155_2b1_Al_mc_LittC2SE.txt,155,2b1,Al,mc,LittC2SE
157_1b1_Pl_sc_Meditron.txt,157,1b1,Pl,sc,Meditron
172_1b3_Ar_mc_AKGC417L.txt,172,1b3,Ar,mc,AKGC417L
141_1b2_Tc_mc_LittC2SE.txt,141,1b2,Tc,mc,LittC2SE
122_2b2_Al_mc_LittC2SE.txt,122,2b2,Al,mc,LittC2SE
186_2b3_Tc_mc_AKGC417L.txt,186,2b3,Tc,mc,AKGC417L
133_2p4_Ar_mc_AKGC417L.txt,133,2p4,Ar,mc,AKGC417L
199_2b1_Ll_mc_LittC2SE.txt,199,2b1,Ll,mc,LittC2SE
178_1b2_Pr_mc_AKGC417L.txt,178,1b2,Pr,mc,AKGC417L
135_2b2_Al_mc_LittC2SE.txt,135,2b2,Al,mc,LittC2SE
199_2b3_Ll_mc_LittC2SE.txt,199,2b3,Ll,mc,LittC2SE
151_3p2_Pr_mc_AKGC417L.txt,151,3p2,Pr,mc,AKGC417L
223_1b1_Lr_sc_Meditron.txt,223,1b1,Lr,sc,Meditron
170_1b3_Pl_mc_AKGC417L.txt,170,1b3,Pl,mc,AKGC417L
160_2b4_Tc_mc_AKGC417L.txt,160,2b4,Tc,mc,AKGC417L
218_1b1_Lr_sc_Meditron.txt,218,1b1,Lr,sc,Meditron
219_2b2_Tc_mc_LittC2SE.txt,219,2b2,Tc,mc,LittC2SE
172_1b4_Pr_mc_AKGC417L.txt,172,1b4,Pr,mc,AKGC417L
174_2p3_Al_mc_AKGC417L.txt,174,2p3,Al,mc,AKGC417L
101_1b1_Al_sc_Meditron.txt,101,1b1,Al,sc,Meditron
145_2b2_Pr_mc_AKGC417L.txt,145,2b2,Pr,mc,AKGC417L
130_2b2_Lr_mc_AKGC417L.txt,130,2b2,Lr,mc,AKGC417L
107_2b3_Lr_mc_AKGC417L.txt,107,2b3,Lr,mc,AKGC417L
113_1b1_Pl_sc_Litt3200.txt,113,1b1,Pl,sc,Litt3200
148_1b1_Al_sc_Meditron.txt,148,1b1,Al,sc,Meditron
145_2b2_Lr_mc_AKGC417L.txt,145,2b2,Lr,mc,AKGC417L
139_1b1_Al_sc_Litt3200.txt,139,1b1,Al,sc,Litt3200
180_1b4_Pl_mc_AKGC417L.txt,180,1b4,Pl,mc,AKGC417L
162_2b3_Al_mc_AKGC417L.txt,162,2b3,Al,mc,AKGC417L
221_2b1_Pl_mc_LittC2SE.txt,221,2b1,Pl,mc,LittC2SE
200_3p4_Al_mc_AKGC417L.txt,200,3p4,Al,mc,AKGC417L
163_2b2_Ll_mc_AKGC417L.txt,163,2b2,Ll,mc,AKGC417L
107_3p2_Al_mc_AKGC417L.txt,107,3p2,Al,mc,AKGC417L
213_2p2_Pr_mc_AKGC417L.txt,213,2p2,Pr,mc,AKGC417L
154_4b4_Ar_mc_AKGC417L.txt,154,4b4,Ar,mc,AKGC417L
207_2b4_Pr_mc_AKGC417L.txt,207,2b4,Pr,mc,AKGC417L
177_2b4_Pl_mc_AKGC417L.txt,177,2b4,Pl,mc,AKGC417L
136_1b1_Ar_sc_Meditron.txt,136,1b1,Ar,sc,Meditron
130_2b3_Tc_mc_AKGC417L.txt,130,2b3,Tc,mc,AKGC417L
147_2b3_Al_mc_AKGC417L.txt,147,2b3,Al,mc,AKGC417L
160_1b3_Pl_mc_AKGC417L.txt,160,1b3,Pl,mc,AKGC417L
186_3b3_Al_mc_AKGC417L.txt,186,3b3,Al,mc,AKGC417L
151_2p4_Ar_mc_AKGC417L.txt,151,2p4,Ar,mc,AKGC417L
138_2p2_Lr_mc_AKGC417L.txt,138,2p2,Lr,mc,AKGC417L
103_2b2_Ar_mc_LittC2SE.txt,103,2b2,Ar,mc,LittC2SE
198_1b5_Ar_mc_AKGC417L.txt,198,1b5,Ar,mc,AKGC417L
110_1b1_Pr_sc_Meditron.txt,110,1b1,Pr,sc,Meditron
206_1b1_Lr_sc_Meditron.txt,206,1b1,Lr,sc,Meditron
109_1b1_Pl_sc_Litt3200.txt,109,1b1,Pl,sc,Litt3200
154_4b4_Pl_mc_AKGC417L.txt,154,4b4,Pl,mc,AKGC417L
186_2b2_Pl_mc_AKGC417L.txt,186,2b2,Pl,mc,AKGC417L
130_2b3_Ar_mc_AKGC417L.txt,130,2b3,Ar,mc,AKGC417L
170_1b3_Ar_mc_AKGC417L.txt,170,1b3,Ar,mc,AKGC417L
205_1b3_Ll_mc_AKGC417L.txt,205,1b3,Ll,mc,AKGC417L
178_1b3_Al_mc_AKGC417L.txt,178,1b3,Al,mc,AKGC417L
117_1b2_Tc_mc_LittC2SE.txt,117,1b2,Tc,mc,LittC2SE
151_2p4_Al_mc_AKGC417L.txt,151,2p4,Al,mc,AKGC417L
200_2p2_Lr_mc_AKGC417L.txt,200,2p2,Lr,mc,AKGC417L
203_2p3_Pl_mc_AKGC417L.txt,203,2p3,Pl,mc,AKGC417L
176_1b4_Pl_mc_AKGC417L.txt,176,1b4,Pl,mc,AKGC417L
172_1b4_Lr_mc_AKGC417L.txt,172,1b4,Lr,mc,AKGC417L
191_2b2_Tc_mc_LittC2SE.txt,191,2b2,Tc,mc,LittC2SE
193_1b2_Al_mc_AKGC417L.txt,193,1b2,Al,mc,AKGC417L
130_2b3_Ll_mc_AKGC417L.txt,130,2b3,Ll,mc,AKGC417L
172_1b3_Ll_mc_AKGC417L.txt,172,1b3,Ll,mc,AKGC417L
133_2p2_Al_mc_AKGC417L.txt,133,2p2,Al,mc,AKGC417L
179_1b1_Tc_sc_Meditron.txt,179,1b1,Tc,sc,Meditron
170_2b2_Tc_mc_AKGC417L.txt,170,2b2,Tc,mc,AKGC417L
200_2p2_Tc_mc_AKGC417L.txt,200,2p2,Tc,mc,AKGC417L
130_1p4_Tc_mc_AKGC417L.txt,130,1p4,Tc,mc,AKGC417L
222_1b1_Lr_sc_Meditron.txt,222,1b1,Lr,sc,Meditron
205_3b4_Al_mc_AKGC417L.txt,205,3b4,Al,mc,AKGC417L
158_1p2_Al_mc_AKGC417L.txt,158,1p2,Al,mc,AKGC417L
174_1p2_Lr_mc_AKGC417L.txt,174,1p2,Lr,mc,AKGC417L
188_1b1_Ar_sc_Meditron.txt,188,1b1,Ar,sc,Meditron
170_2b2_Lr_mc_AKGC417L.txt,170,2b2,Lr,mc,AKGC417L
130_2p5_Ar_mc_AKGC417L.txt,130,2p5,Ar,mc,AKGC417L
172_1b5_Ll_mc_AKGC417L.txt,172,1b5,Ll,mc,AKGC417L
172_1b4_Al_mc_AKGC417L.txt,172,1b4,Al,mc,AKGC417L
204_7p5_Pr_mc_AKGC417L.txt,204,7p5,Pr,mc,AKGC417L
138_1p2_Tc_mc_AKGC417L.txt,138,1p2,Tc,mc,AKGC417L
107_3p2_Tc_mc_AKGC417L.txt,107,3p2,Tc,mc,AKGC417L
151_3p2_Ar_mc_AKGC417L.txt,151,3p2,Ar,mc,AKGC417L
198_6p1_Al_mc_AKGC417L.txt,198,6p1,Al,mc,AKGC417L
130_1p3_Pr_mc_AKGC417L.txt,130,1p3,Pr,mc,AKGC417L
172_1b4_Pl_mc_AKGC417L.txt,172,1b4,Pl,mc,AKGC417L
166_1p1_Ll_sc_Meditron.txt,166,1p1,Ll,sc,Meditron
133_2p4_Pr_mc_AKGC417L.txt,133,2p4,Pr,mc,AKGC417L
207_2b2_Ar_mc_AKGC417L.txt,207,2b2,Ar,mc,AKGC417L
140_2b3_Ll_mc_LittC2SE.txt,140,2b3,Ll,mc,LittC2SE
158_1p4_Al_mc_AKGC417L.txt,158,1p4,Al,mc,AKGC417L
109_1b1_Al_sc_Litt3200.txt,109,1b1,Al,sc,Litt3200
178_1b6_Ll_mc_AKGC417L.txt,178,1b6,Ll,mc,AKGC417L
213_2p2_Tc_mc_AKGC417L.txt,213,2p2,Tc,mc,AKGC417L
104_1b1_Pl_sc_Litt3200.txt,104,1b1,Pl,sc,Litt3200
203_1p2_Ar_mc_AKGC417L.txt,203,1p2,Ar,mc,AKGC417L
138_1p2_Pr_mc_AKGC417L.txt,138,1p2,Pr,mc,AKGC417L
130_3b4_Al_mc_AKGC417L.txt,130,3b4,Al,mc,AKGC417L
176_1b3_Ar_mc_AKGC417L.txt,176,1b3,Ar,mc,AKGC417L
176_2b3_Al_mc_AKGC417L.txt,176,2b3,Al,mc,AKGC417L
107_2b5_Ll_mc_AKGC417L.txt,107,2b5,Ll,mc,AKGC417L
198_6p1_Tc_mc_AKGC417L.txt,198,6p1,Tc,mc,AKGC417L
135_2b3_Pr_mc_LittC2SE.txt,135,2b3,Pr,mc,LittC2SE
121_1b1_Tc_sc_Meditron.txt,121,1b1,Tc,sc,Meditron
204_2b5_Ll_mc_AKGC417L.txt,204,2b5,Ll,mc,AKGC417L
162_2b3_Lr_mc_AKGC417L.txt,162,2b3,Lr,mc,AKGC417L
160_1b2_Ar_mc_AKGC417L.txt,160,1b2,Ar,mc,AKGC417L
101_1b1_Pr_sc_Meditron.txt,101,1b1,Pr,sc,Meditron
163_8b3_Lr_mc_AKGC417L.txt,163,8b3,Lr,mc,AKGC417L
203_2p3_Pr_mc_AKGC417L.txt,203,2p3,Pr,mc,AKGC417L
107_2b3_Pr_mc_AKGC417L.txt,107,2b3,Pr,mc,AKGC417L
200_2p3_Pr_mc_AKGC417L.txt,200,2p3,Pr,mc,AKGC417L
172_1b4_Tc_mc_AKGC417L.txt,172,1b4,Tc,mc,AKGC417L
186_2b2_Lr_mc_AKGC417L.txt,186,2b2,Lr,mc,AKGC417L
207_3b2_Tc_mc_AKGC417L.txt,207,3b2,Tc,mc,AKGC417L
138_1p4_Pl_mc_AKGC417L.txt,138,1p4,Pl,mc,AKGC417L
138_1p4_Lr_mc_AKGC417L.txt,138,1p4,Lr,mc,AKGC417L
193_1b2_Pr_mc_AKGC417L.txt,193,1b2,Pr,mc,AKGC417L
203_2p3_Al_mc_AKGC417L.txt,203,2p3,Al,mc,AKGC417L
192_2b2_Ar_mc_LittC2SE.txt,192,2b2,Ar,mc,LittC2SE
132_2b2_Lr_mc_LittC2SE.txt,132,2b2,Lr,mc,LittC2SE
147_2b3_Lr_mc_AKGC417L.txt,147,2b3,Lr,mc,AKGC417L
160_1b2_Pl_mc_AKGC417L.txt,160,1b2,Pl,mc,AKGC417L
130_1p3_Ar_mc_AKGC417L.txt,130,1p3,Ar,mc,AKGC417L
135_2b2_Pl_mc_LittC2SE.txt,135,2b2,Pl,mc,LittC2SE
170_2b2_Ar_mc_AKGC417L.txt,170,2b2,Ar,mc,AKGC417L
107_2b4_Tc_mc_AKGC417L.txt,107,2b4,Tc,mc,AKGC417L
185_1b1_Lr_sc_Litt3200.txt,185,1b1,Lr,sc,Litt3200
166_1p1_Pl_sc_Meditron.txt,166,1p1,Pl,sc,Meditron
118_1b1_Ar_sc_Litt3200.txt,118,1b1,Ar,sc,Litt3200
198_1b5_Tc_mc_AKGC417L.txt,198,1b5,Tc,mc,AKGC417L
200_3p4_Pl_mc_AKGC417L.txt,200,3p4,Pl,mc,AKGC417L
156_2b3_Pr_mc_AKGC417L.txt,156,2b3,Pr,mc,AKGC417L
209_1b1_Tc_sc_Meditron.txt,209,1b1,Tc,sc,Meditron
138_1p3_Pl_mc_AKGC417L.txt,138,1p3,Pl,mc,AKGC417L
160_1b2_Lr_mc_AKGC417L.txt,160,1b2,Lr,mc,AKGC417L
213_1p5_Pl_mc_AKGC417L.txt,213,1p5,Pl,mc,AKGC417L
203_1p2_Pl_mc_AKGC417L.txt,203,1p2,Pl,mc,AKGC417L
107_2b4_Ar_mc_AKGC417L.txt,107,2b4,Ar,mc,AKGC417L
178_2b2_Al_mc_AKGC417L.txt,178,2b2,Al,mc,AKGC417L
124_1b1_Ar_sc_Litt3200.txt,124,1b1,Ar,sc,Litt3200
154_2b4_Ar_mc_AKGC417L.txt,154,2b4,Ar,mc,AKGC417L
160_1b4_Pr_mc_AKGC417L.txt,160,1b4,Pr,mc,AKGC417L
172_1b3_Pl_mc_AKGC417L.txt,172,1b3,Pl,mc,AKGC417L
178_1b6_Tc_mc_AKGC417L.txt,178,1b6,Tc,mc,AKGC417L
172_1b4_Ar_mc_AKGC417L.txt,172,1b4,Ar,mc,AKGC417L
137_1b1_Ll_sc_Meditron.txt,137,1b1,Ll,sc,Meditron
130_2p5_Lr_mc_AKGC417L.txt,130,2p5,Lr,mc,AKGC417L
203_1p3_Ar_mc_AKGC417L.txt,203,1p3,Ar,mc,AKGC417L
130_2b2_Tc_mc_AKGC417L.txt,130,2b2,Tc,mc,AKGC417L
154_2b4_Al_mc_AKGC417L.txt,154,2b4,Al,mc,AKGC417L
178_2b2_Tc_mc_AKGC417L.txt,178,2b2,Tc,mc,AKGC417L
193_1b2_Ar_mc_AKGC417L.txt,193,1b2,Ar,mc,AKGC417L
118_1b1_Lr_sc_Litt3200.txt,118,1b1,Lr,sc,Litt3200
151_2p3_Tc_mc_AKGC417L.txt,151,2p3,Tc,mc,AKGC417L
174_1p3_Pl_mc_AKGC417L.txt,174,1p3,Pl,mc,AKGC417L
200_2p4_Tc_mc_AKGC417L.txt,200,2p4,Tc,mc,AKGC417L
191_2b1_Pl_mc_LittC2SE.txt,191,2b1,Pl,mc,LittC2SE
170_2b2_Al_mc_AKGC417L.txt,170,2b2,Al,mc,AKGC417L
162_2b2_Tc_mc_AKGC417L.txt,162,2b2,Tc,mc,AKGC417L
157_1b1_Al_sc_Meditron.txt,157,1b1,Al,sc,Meditron
151_2p2_Ar_mc_AKGC417L.txt,151,2p2,Ar,mc,AKGC417L
151_2p3_Ar_mc_AKGC417L.txt,151,2p3,Ar,mc,AKGC417L
201_1b1_Ar_sc_Meditron.txt,201,1b1,Ar,sc,Meditron
205_2b3_Al_mc_AKGC417L.txt,205,2b3,Al,mc,AKGC417L
203_1p4_Pr_mc_AKGC417L.txt,203,1p4,Pr,mc,AKGC417L
138_2p2_Al_mc_AKGC417L.txt,138,2p2,Al,mc,AKGC417L
166_1p1_Al_sc_Meditron.txt,166,1p1,Al,sc,Meditron
135_2b1_Tc_mc_LittC2SE.txt,135,2b1,Tc,mc,LittC2SE
130_3p4_Tc_mc_AKGC417L.txt,130,3p4,Tc,mc,AKGC417L
156_8b3_Ar_mc_AKGC417L.txt,156,8b3,Ar,mc,AKGC417L
130_2b3_Pl_mc_AKGC417L.txt,130,2b3,Pl,mc,AKGC417L
178_1b3_Pl_mc_AKGC417L.txt,178,1b3,Pl,mc,AKGC417L
223_1b1_Ll_sc_Meditron.txt,223,1b1,Ll,sc,Meditron
154_1b3_Ar_mc_AKGC417L.txt,154,1b3,Ar,mc,AKGC417L
213_1p2_Al_mc_AKGC417L.txt,213,1p2,Al,mc,AKGC417L
151_2p3_Al_mc_AKGC417L.txt,151,2p3,Al,mc,AKGC417L
153_1b1_Al_sc_Meditron.txt,153,1b1,Al,sc,Meditron
130_1p3_Lr_mc_AKGC417L.txt,130,1p3,Lr,mc,AKGC417L
107_3p2_Pl_mc_AKGC417L.txt,107,3p2,Pl,mc,AKGC417L
186_3b3_Lr_mc_AKGC417L.txt,186,3b3,Lr,mc,AKGC417L
176_1b3_Lr_mc_AKGC417L.txt,176,1b3,Lr,mc,AKGC417L
213_1p2_Tc_mc_AKGC417L.txt,213,1p2,Tc,mc,AKGC417L
186_3b3_Ar_mc_AKGC417L.txt,186,3b3,Ar,mc,AKGC417L
141_1b1_Pr_mc_LittC2SE.txt,141,1b1,Pr,mc,LittC2SE
174_2p3_Ar_mc_AKGC417L.txt,174,2p3,Ar,mc,AKGC417L
178_1b6_Pr_mc_AKGC417L.txt,178,1b6,Pr,mc,AKGC417L
130_2b4_Ar_mc_AKGC417L.txt,130,2b4,Ar,mc,AKGC417L
170_1b4_Pl_mc_AKGC417L.txt,170,1b4,Pl,mc,AKGC417L
226_1b1_Ll_sc_Meditron.txt,226,1b1,Ll,sc,Meditron
216_1b1_Al_sc_Meditron.txt,216,1b1,Al,sc,Meditron
172_1b5_Pl_mc_AKGC417L.txt,172,1b5,Pl,mc,AKGC417L
134_2b1_Ar_mc_LittC2SE.txt,134,2b1,Ar,mc,LittC2SE
162_1b2_Tc_mc_AKGC417L.txt,162,1b2,Tc,mc,AKGC417L
172_2b5_Pl_mc_AKGC417L.txt,172,2b5,Pl,mc,AKGC417L
129_1b1_Ar_sc_Meditron.txt,129,1b1,Ar,sc,Meditron
140_2b2_Ll_mc_LittC2SE.txt,140,2b2,Ll,mc,LittC2SE
200_2p3_Lr_mc_AKGC417L.txt,200,2p3,Lr,mc,AKGC417L
198_6p1_Pr_mc_AKGC417L.txt,198,6p1,Pr,mc,AKGC417L
138_1p2_Al_mc_AKGC417L.txt,138,1p2,Al,mc,AKGC417L
130_1p3_Al_mc_AKGC417L.txt,130,1p3,Al,mc,AKGC417L
159_1b1_Pr_sc_Meditron.txt,159,1b1,Pr,sc,Meditron
123_1b1_Al_sc_Meditron.txt,123,1b1,Al,sc,Meditron
130_2b3_Pr_mc_AKGC417L.txt,130,2b3,Pr,mc,AKGC417L
178_1b3_Lr_mc_AKGC417L.txt,178,1b3,Lr,mc,AKGC417L
